source,shared_from,date,text,reactions,likes,ahah,love,wow,sigh,grrr,comments,post_id,url,share
Phụ nữ và Gia đình,,2019-11-27 22:34:00,"Vợ có 4 nét quý tướng của phụ nữ này chính là tay hòm chìa khóa, ai lấy được như rước thần tài vào nhà, chẳng những vượng phu ích tử mà còn giàu sang phú quý.",64,57,7,,,,,23 bình luậ,1112732125746233,/story.php?story_fbid=1112732125746233&id=255026894850098,Lưu
Phụ nữ và Gia đình,,2019-11-27 22:16:38,"Đừng sống vì người khác quá nhiều, cũng đừng bận tâm những lời nói của thiên hạ. Khen hay chê cũng chỉ là những lời đãi bôi, chỉ cần mình hiểu mình sống thật vui vẻ, thật hạnh phúc là được rồi...!",266,250,3,12,,1,,18 bình luậ,1111739545845491,/story.php?story_fbid=1111739545845491&id=255026894850098,Lưu
Phụ nữ và Gia đình,,2019-11-27 22:01:00,"Bây giờ anh vẫn ngủ trên chiếc giường của tôi, ăn những món ngon tôi nấu nhưng tôi cảm nhận được rằng anh không còn là người đàn ông của tôi nữa. Tấm gương đã vỡ một lần liệu hàn gắn lại có được như xưa?",517,485,2,5,1,23,1,83 bình luậ,1112731782412934,/story.php?story_fbid=1112731782412934&id=255026894850098,Lưu
Phụ nữ và Gia đình,,2019-11-27 21:33:00,Chỉ có đàn ông yêu thật lòng mới làm được những việc này sau khi cả hai cãi nhau. Liệu người đàn ông của bạn có làm được không?,176,167,,5,,4,,25 bình luậ,1112521312433981,/story.php?story_fbid=1112521312433981&id=255026894850098,Lưu
Phụ nữ và Gia đình,,2019-11-27 21:17:00,"CON GÀ CHUI RA, QUẢ TRỨNG VỠ VỤN 😞 ĐỨA CON SINH RA, NGƯỜI MẸ CŨNG RẠN VỠ ĐỚN ĐAU – không chỉ riêng lúc sinh nở. Khi còn là thiếu nữ, tôi cũng chỉ biết đẻ sẽ đau lắm – nghe mấy cô diễn viên gào thét trên ti vi thì cảm nhận phần nào, nhưng sự cảm thông trôi tuột đi nhanh chóng. Cho đến khi qua một lần sinh nở, tôi thấm thía, cơn đau đẻ hoá ra chưa bao giờ là tất cả, nó chỉ là khởi đầu, đau đớn sẽ bám theo dai dẳng, bào mòn thể xác và tinh thần người phụ nữ rất lâu sau đó. Người ta bảo ai mà chả vậy để phủi đi mọi thương xót, người ta bảo nhìn con cười là quên đi mọi đau đớn. Nếu nói được lựa chọn tôi vẫn chọn sinh con, nhưng người ta sai rồi, khi con cười đau đớn còn đó... Là cơn đau sinh môn. Là cơn đau khi muốn đi vệ sinh mà xót buốt cả trước lẫn sau. Là cơn đau khi cương tắc ngực sưng như đá, ti nứt toé máu, sốt rét dai dẳng tái đi tái lại. Là cơn co dạ con như long cả nội tạng. Là cơn đau lưng, xương cốt rã rời. Là xót xa khi nhìn cơ thể bệ rạc, phờ phạc, không được ngủ quá 4h/lần, đêm dậy 5,6 lần, ngày này qua ngày khác. Đó là những nổi niềm nhạy cảm chỉ hội bỉm sữa dễ dàng cảm thông, đàn ông chẳng bao giờ thấu, các em gái xinh tươi chẳng thể hiểu, những người trải qua lâu rồi thì nhạt bớt sự cảm thông. Khi có chuyện xảy ra, nhiều người thân cứ ngớ ra “cô ta rất sướng” “tôi không hiểu cô ta thiếu gì mà trầm cảm” “chỉ mỗi việc chăm con mà cũng áp lực được sao?”, “rửng mỡ, ngày xưa các cụ đẻ sòn sòn có thấy ai trầm cảm đâu?”,... ----------- Nguồn: Sưu tầm","1,2K","1,1K",1,29,1,55,,83 bình luậ,1112693669083412,/story.php?story_fbid=1112693669083412&id=255026894850098,Lưu
Phụ nữ và Gia đình,,2019-11-27 21:05:00,Đàn ông thật ra chẳng quan trọng như mình từng nghĩ. Ngày hôm nay thương yêu nhưng ngày mai đã có thể là người dưng rồi. 😔,80,77,,2,,1,,3 bình luậ,1112734689079310,/story.php?story_fbid=1112734689079310&id=255026894850098,Lưu
Phụ nữ và Gia đình,,2019-11-27 20:36:00,Mẹ nữ sinh giao gà ở Điện Biên bị tuyên phạt 20 năm tù vì tội Mua bán trái phép chất ma túy.,104,84,3,3,1,6,7,62 bình luậ,1112955802390532,/story.php?story_fbid=1112955802390532&id=255026894850098,Lưu
Phụ nữ và Gia đình,,2019-11-27 20:16:54,Cuộc sống này còn gì bằng 😆😆😆,641,510,77,53,1,,,56 bình luậ,1112922485727197,/story.php?story_fbid=1112922485727197&id=255026894850098,Lưu
Phụ nữ và Gia đình,,2019-11-27 20:00:01,"🤣🤣🤣 Để chị Linh nói cho mà nghe ""Tưởng chuyện gì, thầy Phú ơi là thầy Phú! Nhà bao việc!"". Để nhà báo như chị Linh mà ra tay thì đến 10 thầy Phú chị Linh cũng cua đổ nha! 👏👏 Nhằm hỗ trợ trẻ phát triển chiều cao vượt trội và tăng cường sức đề kháng giúp bé luôn khỏe mạnh, cao lớn, nhãn hàng Moringa dành tặng 100 phần quà may mắn với cơ hội trải nghiệm miễn phí sản phẩm cho các bé. 👉 Nhanh tay đăng ký ngay mẹ nhé! 👉 Thời gian đăng ký: 27/11/2019 – 31/12/2019. 👉 Link đăng ký: https://bitlylink.com/K9N3Q 👉 Sản phẩm được bán tại các nhà thuốc trên toàn quốc. #vienCanxiK2Moringa #dauchumngayMoringaD3 #viendekhangMoringa #tangsucdekhang #phattrienchieucao #coixuong #kieng3chan #vitaminK2 #vitaminD3 #canxi",39,37,2,,,,,12 bình luậ,1112668522419260,/story.php?story_fbid=1112668522419260&id=255026894850098,Lưu
Phụ nữ và Gia đình,,2019-11-27 19:50:04,"Đau xót bức thư tuyệt mệnh của bé gái 12 tuổi t.ự t.ử vào sáng ngày hôm qua tại 1 chung cư đường Hồ Tùng Mậu. 😢 ""Gửi gia đình! Mọi người - bố, mẹ, anh! Con nhớ... hồi chúng ta ở nhà cũ! Ngôi nhà đó không tiện nghi như bây giờ, nhưng nó có biết bao kỷ niệm con không thể quên! Vì nhà chật bố mẹ phải ngủ chung, chứ không như nhà mới bố mẹ ngủ riêng ra, mẹ ngủ ở phòng, bố ngủ ở ghế.  Trước đây, bố hay giúp mẹ việc nhà, giúp đỡ bọn con học hành, nhưng bây giờ thì không. Bố dành thời gian ngoài kiếm tiền, ít khi quan tâm gia đình như trước. Con nhớ những kỳ nghỉ Tết và nghỉ hè, cả gia đình cùng đi chơi với nhau, con thấy rất vui! Nhưng bây giờ, 3 mẹ con đi riêng, 3 bố con đi riêng, làm con cứ thấy thiếu điều gì đó! Giá mà bây giờ gia đình mình như vậy thì tốt quá, nhưng không, mọi thứ tan vỡ rồi ! Bố mẹ sẽ chia tay nhau, bọn con sẽ không còn gặp bố nữa! Bố ơi, con biết chuyện gì xảy ra. Vì nảy sinh bất đồng với mẹ, bố không thể tập trung làm việc, đem tiền về cho gia đình. Con mong bố dành thời gian với gia đình, giúp đỡ mẹ việc nhà, thường xuyên hỏi han chuyện học hành của bọn con... Như vậy, mẹ mới tin tưởng bố và yêu thương bố nhiều hơn!  Còn mẹ, con biết mẹ rất rất vất vả vì nuôi 2 con. Nhưng mẹ vẫn cố yêu thương gia đình mình! Mẹ à, con mong mẹ yêu thương bố nhiều hơn, như vậy bố mới tập trung làm việc, mang nhiều tiền về cho gia đình! Còn anh Sơ*, thật sự, em không hề ghét anh! Anh thường mang lại tiếng cười cho em. Dù hơi đần nhưng em rất thích những bộ phim, câu chuyện, hình vẽ, sản phẩm... mà anh làm cho em! Em mong anh học tập chăm chỉ để không phụ lòng bố mẹ! Nói chung, con yêu mọi người nhiều lắm! Ký tên: LNHL"" Nguồn: OFFB, Eva,...v...v.","1,3K",648,2,23,7,657,2,431 bình luậ,1112926352393477,/story.php?story_fbid=1112926352393477&id=255026894850098,Lưu
Phụ nữ và Gia đình,,2019-11-27 19:43:28,"Chiều muộn 27/11, TAND tỉnh Điện Biên tuyên phạt bị cáo Trần Thị Hiền (44 tuổi, mẹ nữ sinh Cao Mỹ Duyên) 20 năm tù về tội Mua bán trái phép chất ma túy, theo Khoản 4, Điều 194 Bộ luật Hình sự 1999. Cùng tội danh trên, bị cáo Vì Thị Thu và Lường Văn Hùng lĩnh án chung thân. Còn Bùi Văn Công cũng chịu án 20 năm tù. Riêng Vì Văn Toán lĩnh án chung thân về tội Mua bán trái phép chất ma túy và 7 năm tù tội Chứa chấp việc sử dụng trái phép chất ma túy. Tổng hình phạt bị cáo này phải chấp hành là tù chung thân.",287,244,3,,2,15,23,171 bình luậ,1112920042394108,/story.php?story_fbid=1112920042394108&id=255026894850098,Lưu
Phụ nữ và Gia đình,,2019-11-27 19:28:46,"Nữ nhân viên Alibaba ""đập hết cho chị"" lĩnh 4 năm 6 tháng tù Nguyễn Huỳnh Tú Trinh (nhân viên pháp lý của Alibaba) được nhận định là đóng vai trò cầm đầu trong vụ việc chống đối, đập phá xe cuốc của đoàn cưỡng chế bị tuyên án 4 năm 6 tháng tù. Chiều 27/11, tại phiên tòa xét xử 4 nhân viên Alibaba trong vụ chống đối, đập phá xe cuốc của đoàn cưỡng chế xảy ra vào ngày 13/6, TAND tỉnh Bà Rịa - Vũng Tàu đã tuyên phạt Nguyễn Huỳnh Tú Trinh mức án 4 năm 6 tháng tù về hai tội Gây rối trật tự công cộng và Cố ý làm hư hỏng tài sản. Bị cáo Trần Quốc Tĩnh (24 tuổi, ngụ Quảng Nam) nhận hình phạt 3 năm 9 tháng tù, Huỳnh Ngọc Thiện (23 tuổi) và Phan Quỳnh Long (22 tuổi, cùng ngụ Gia Lai) cùng lĩnh 2 năm 6 tháng về hai tội trên. Ngoài ra, các bị cáo phải bồi thường chi phí sửa chữa xe hơn 29 triệu đồng và tự nguyện bồi thường thêm hơn 3 triệu cho bị hại.",50,40,10,,,,,12 bình luậ,1112905325728913,/story.php?story_fbid=1112905325728913&id=255026894850098,Lưu
Phụ nữ và Gia đình,,2019-11-27 19:16:00,Tương lai nhờ cả vào mày ơi 😂,464,415,44,3,1,1,,195 bình luậ,1112022429150536,/story.php?story_fbid=1112022429150536&id=255026894850098,Lưu
Phụ nữ và Gia đình,,2019-11-27 19:02:00,Chồng Phan Như Thảo - đại gia Đức An phải thay đổi cách nghĩ trước đây của mình về phụ nữ chỉ sau 1 đêm vì cô con gái nhỏ.,7,6,1,,,,,1 bình luậ,1112788779073901,/story.php?story_fbid=1112788779073901&id=255026894850098,Lưu
Phụ nữ và Gia đình,,2019-11-27 18:30:00,Hình ảnh xúc động chụp lại cảnh một shipper khuyết tật nhưng vẫn cố gắng bươn chải kiếm sống được cộng đồng mạng chia sẻ liên tục.,"1,1K",893,1,157,1,125,,51 bình luậ,1112753875744058,/story.php?story_fbid=1112753875744058&id=255026894850098,Lưu
Phụ nữ và Gia đình,,2019-11-27 18:17:12,"LY DỊ SAU CƯỚI CHỈ 2 TUẦN VÌ PHÁT HIỆN CHỒNG LÀM CHO BẠN THÂN CÓ BẦU VÀ GIA ĐÌNH CHỒNG CHỈ MUỐN CHÁU, KHÔNG CẦN CON DÂU... Em đang viết những dòng này trong phòng tân hôn, nơi mà cách đây hai tuần, em với chồng đã hẹn thề, nguyện ước ở bên nhau đến trọn đời. Chồng em là người gốc Nam Định, năm ngoái em đi thực tập ở đó thì hai đứa quen nhau. Sau thời gian tán tỉnh thì bọn em yêu xa, cứ cuối tuần là em lại về Nam Định để gặp mặt anh ấy, thỉnh thoảng thì anh ấy cũng lên Hà Nội tìm gặp em. Một phần do công việc của anh ấy bận, một phần vì khi đã ở tuổi 24, em cũng muốn có một tình yêu chân thành, nghiêm túc, thế nên em luôn tâm niệm rằng chỉ cần mình cố gắng hết sức là sẽ có hạnh phúc, có sự trọn vẹn trong tình yêu.  Bọn em cứ yêu xa như vậy trong một năm thì hai bên gia đình có gặp mặt và đi đến quyết định kết hôn. Mặc dù bố mẹ em ban đầu không đồng ý cho em về Nam Định ở với anh, thậm chí bạn bè, đồng nghiệp, mọi người đều khuyên em ở lại Hà Nội, chẳng việc gì mà phải đi lấy chồng xa cho khổ. Nhưng bản thân em vẫn kiên quyết, sẵn sàng về tìm việc ở Nam Định để sống cùng anh.  Ngày bọn em kết hôn, mọi thứ diễn ra một cách bình thường như bao đám cưới, đám hỏi khác. Thế nhưng, cách đây được khoảng 1 tuần, em phát hiện ra chồng đã khiến cho người con gái khác có bầu, và đấy chính là cô bạn thân của anh. Gia đình chồng em biết, bố mẹ chồng không những chẳng thèm trách móc con trai mà thậm chí còn bênh vực anh và muốn đưa người bạn của chồng về và đuổi em đi với lý do là cháu quan trọng hơn con dâu.  Suốt một tuần trời, em suy nghĩ và sống trong mệt mỏi, chồng cũng lạnh nhạt, bố mẹ chồng thì đay nghiến, thái độ ra mặt. Cho đến ngày hôm nay, em đã quyết định viết đơn ly dị, mặc dù bọn em mới chỉ cưới nhau chưa được một tháng trời. Nhưng em nghĩ mình đúng, người phụ nữ có lẽ thiệt thòi nhất chính là khi chọn nhầm chồng.",324,236,3,,4,40,41,114 bình luậ,1112822445737201,/story.php?story_fbid=1112822445737201&id=255026894850098,Lưu
Phụ nữ và Gia đình,,2019-11-27 18:03:00,"Phụ nữ khôn có thể yêu mãnh liệt, nhưng tuyệt đối không vì một người đàn ông mà hủy hoại hạnh phúc của chính mình. 😞",86,83,1,2,,,,5 bình luậ,1112519125767533,/story.php?story_fbid=1112519125767533&id=255026894850098,Lưu
Phụ nữ và Gia đình,,2019-11-27 17:05:10,Một số thi thể trong 39 người thiệt mạng ở anh đã về tới can lộc - hà tĩnh😥😥 Cre: trần thị tuyết,"1,7K",937,,18,1,769,1,743 bình luậ,1112787845740661,/story.php?story_fbid=1112787845740661&id=255026894850098,Lưu
Phụ nữ và Gia đình,,2019-11-27 16:33:00,"Đừng bao giờ đem chuyện của người khác ra làm câu chuyện mua vui, bởi vậy người ta nói, có 1 cách tôn trọng người khác đó chính là im lặng.",571,557,1,13,,,,33 bình luậ,1112511329101646,/story.php?story_fbid=1112511329101646&id=255026894850098,Lưu
Phụ nữ và Gia đình,,2019-11-27 15:57:02,"Thi thể 1 trong số các nạn nhân trong vụ 39 người ở Anh đã được về với gia đình tại Diễn Kỷ, Diễn Châu, Nghệ An! Xin chia buồn 😞😞","3,7K",2K,2,39,5,"1,6K",2,1.680 bình luậ,1112728785746567,/story.php?story_fbid=1112728785746567&id=255026894850098,Lưu
