source,shared_from,date,text,reactions,likes,ahah,love,wow,sigh,grrr,comments,post_id,url,share
Cộng đồng Myeva,,2019-11-27 21:00:04,"Con ngủ thế nào là tốt nhất, nay chúng ta cùng đi vào tìm hiểu giấc ngủ của bé sơ sinh và bé nhỏ, thế nào là tốt nhé.",38,38,,,,,,24 bình luậ,2760217710702742,/story.php?story_fbid=2760217710702742&id=438284139562789,Lưu
Cộng đồng Myeva,,2019-11-27 20:17:48,Khai thật đi!,"2,3K","2,1K",210,8,2,3,1,1.637 bình luậ,2760561554001691,/story.php?story_fbid=2760561554001691&id=438284139562789,Lưu
Cộng đồng Myeva,,2019-11-27 20:00:03,"Vì gia đình, vì chồng tôi có thể chịu đựng bất cứ t.ổn thư.ơng nào. Bởi vì đã gọi nhau 1 tiếng vợ chồng, không phải cứ mệt là buông, cứ không hợp là ly dị.",150,147,1,2,,,,8 bình luậ,2760200110704502,/story.php?story_fbid=2760200110704502&id=438284139562789,Lưu
Cộng đồng Myeva,,2019-11-27 20:00:00,"Các anh nhớ nhé, quan trọng nhất vẫn là cách mà các anh đối xử với vợ con mình thôi!!!",1K,990,6,27,,,,98 bình luậ,2759536334104213,/story.php?story_fbid=2759536334104213&id=438284139562789,Lưu
Cộng đồng Myeva,,2019-11-27 19:00:04,Mẹ tham khảo để tiêm cho bé đầy đủ nhé!!!,44,44,,,,,,13 bình luậ,2760225040702009,/story.php?story_fbid=2760225040702009&id=438284139562789,Lưu
Cộng đồng Myeva,,2019-11-27 18:00:03,Mẹ xem mình có đang phạm phải những sai lầm này không nhé :'(,24,23,,,,,1,6 bình luậ,2760210844036762,/story.php?story_fbid=2760210844036762&id=438284139562789,Lưu
Cộng đồng Myeva,,2019-11-27 16:15:01,Phải vậy không các chị em?,50,45,,3,,2,,13 bình luậ,2759659737425206,/story.php?story_fbid=2759659737425206&id=438284139562789,Lưu
"Cộng đồng Myeva,Cùng Con",Cùng Con,2019-11-25 09:15:18,"Thứ phụ nữ cần là một lời "" tự thú"" 😅Phụ nữ cái gì cũng biết, quan trọng là có nói hay không 😅😅😅","1,1K",481,659,10,1,1,,366 bình luậ,2759487047442475,/story.php?story_fbid=2759487047442475&id=438284139562789,Lưu
Cộng đồng Myeva,,2019-11-27 12:00:00,Các cụ nói cấm có sai mà: Đúng là đàn bà hơn nhau là ở tấm chồng!,237,192,5,,,2,38,125 bình luậ,2759643767426803,/story.php?story_fbid=2759643767426803&id=438284139562789,Lưu
"Cộng đồng Myeva,Cùng Con",Cùng Con,2019-11-26 11:37:38,"Vừa sinh con được 5 tiếng sản phụ đã xuống giường đi lại, bác sĩ mắng 1 trận té tát. Lý do là vì thế này đây!Vừa sinh con được 5 tiếng sản phụ đã xuống giường đi lại, bác sĩ mắng 1 trận té tát. Lý do là vì thế này đây!",26,25,,1,,,,5 bình luậ,2759475440776969,/story.php?story_fbid=2759475440776969&id=438284139562789,Lưu
Cộng đồng Myeva,,2019-11-27 11:15:00,"Riêng tôi đã hai chục năm qua, từ lúc đi học cho đến khi đã đi làm, đồng hồ báo thức của tôi chính là mẹ.",186,110,63,13,,,,21 bình luậ,2759473474110499,/story.php?story_fbid=2759473474110499&id=438284139562789,Lưu
Cộng đồng Myeva,,2019-11-27 11:00:00,Chúc mừng các mẹ chuẩn bị đón con vào năm 2020 nhé <3!,47,45,1,1,,,,34 bình luậ,2759582010766312,/story.php?story_fbid=2759582010766312&id=438284139562789,Lưu
Cộng đồng Myeva,,2019-11-27 10:00:00,Mẹ lưu lại để theo dõi cho bé nhà mình nhé!,51,50,,1,,,,19 bình luậ,2759549067436273,/story.php?story_fbid=2759549067436273&id=438284139562789,Lưu
Cộng đồng Myeva,,2019-11-27 10:00:00,Sai lầm mà rất nhiều mẹ đang mắc phải :'(,3,2,,1,,,,Bình luậ,2759511644106682,/story.php?story_fbid=2759511644106682&id=438284139562789,Lưu
Cộng đồng Myeva,,2019-11-26 22:00:01,Thêm một lý do để các anh chồng nên bỏ rượu khi có con.,57,57,,,,,,33 bình luậ,2757917137599466,/story.php?story_fbid=2757917137599466&id=438284139562789,Lưu
Cộng đồng Myeva,,2019-11-26 21:00:01,"Chắc lần tới phải cho chồng vào phòng đẻ thôi, để mà biết thương vợ.",406,370,9,21,1,5,,124 bình luậ,2757898997601280,/story.php?story_fbid=2757898997601280&id=438284139562789,Lưu
