source,shared_from,date,text,reactions,likes,ahah,love,wow,sigh,grrr,comments,post_id,url,share
Shark Phạm Thanh Hưng,,2019-11-27 18:08:33,Mình nhận được giấy mời đến dự lễ ký kết đầu tư của mình 🙂 Deal “đau đầu” nhất sharktank Việt nam.  Hẹn gặp các bạn nhé!!! #luxstay,"1,9K","1,6K",71,141,8,,,66 bình luậ,680155185847275,/story.php?story_fbid=680155185847275&id=359665914562872,Lưu
Shark Phạm Thanh Hưng,,2019-11-26 11:04:32,"🔥 VÀO TEAM SHARK HƯNG XEM CÓ GÌ NÀO? CENLAND mở đợt tuyển dụng cuối năm quy mô siêu to khổng lồ dành cho các bạn trẻ yêu thích và mong muốn làm bất động sản: 🤝 5 Giám đốc kinh doanh 🤝 Trưởng phòng kinh doanh 🤝 500 Nhân viên kinh doanh Cách thức apply: 📌 Tại Hà Nội: 0985161990 (Ms Vân Anh) | anhcv@cenland.vn | Tầng 1, Tòa nhà 137 Nguyễn Ngọc Vũ, Trung Hòa, Cầu Giấy, TP. Hà Nội 📌 Tại Đà Nẵng: 0984.253.919 (Mr Thể) | thebv@cenland.vn | Tầng 2, Tòa nhà DMT, Số 486 đường 2/9 Hải Châu, TP. Đà Nẵng 📌 Tại HCM: 0974.009.138 ( Mr Tính) | Tuyendunghcm@cengroup.vn | Tầng 3, Tòa nhà SAMCO, 326 Võ Văn Kiệt, P Cô Giang, Quận 1, TP.HCM #TeamSharkHung #CenLand -Admin-",709,631,9,56,13,,,64 bình luậ,679138982615562,/story.php?story_fbid=679138982615562&id=359665914562872,Lưu
Shark Phạm Thanh Hưng,,2019-11-26 09:13:13,"LÀM SAO ĐỂ CONDOTEL KHÔNG “TEO”? Thứ nhất, là “đầu tư” thì phải dùng đầu để tư duy, chứ đừng nghe ai đó họ hứa. Theo thống kê, họ Hứa đứng thứ 20 về số lượng ở Trung Quốc, và sang Triều tiên thì gọi là họ Heo, còn ở Việt Nam chưa có nghiên cứu cụ thể nhưng gần đây thấy hay được nhắc đến. Thứ 2, tất cả những miếng ngon thì đều có nguy cơ mắc nghẹn. Vậy nên cân nhắc khả năng nuốt trôi. Thứ 3, chơi món lưỡng tính này (Condo-Hotel) thì phải double hiểu biết về cả Condo - là nhà ở, và Hotel - BĐS thuộc nhóm Thương mại - Dịch vụ. Và tốt nhất là nên biết tự tính toán để kiểm toán lời cam kết. Một số thông số sau đây, rất cần được bắt mạch để bốc thuốc: - Suất đầu tư thực tế (nếu tự đầu tư) và giá chào bán cho nhà đầu tư (giá trị trường) Cái này phải có hiểu biết về đất đai và xây dựng, cụ thể là phải có kinh nghiệm bóc tách. - Hạng/ sao của Teo là gì (dựa vào Vị trí, Hạ tầng, tiện ích, môi trường và Dịch vụ) . Cái này về cơ bản chỉ cần nghiên cứu về tiêu chí xếp hạng của tổng cục du lịch. - Giá bán lẻ khả dĩ đối với hạng sao đã xác định. Giá này thì hỏi mấy đại lý du lịch là chuẩn. - Hiệu suất khai thác, hay còn gọi là Hệ số điền đầy. Hệ số này thì có thống kê theo từng quốc gia, vùng lãnh thổ và có thể chi tiết từng địa phương. Nếu không có, thì cứ tầm 19-21h chịu khó ngồi đếm đèn. Lưu ý, tương quan giữa giá bán lẻ và hệ số điền đầy là tỷ lệ nghịch. - Nhà quản lý/ vận hành. Cái này khá quan trọng. Tôi làm vc với rất nhiều thương hiệu quản lý lớn trên thế giới, và yêu cầu họ Hứa, nhưng không tìm được ai mang họ này cả. Tất cả chỉ Dự Báo/ dự phóng - Prediction/ Projection mà thôi. Tao có thương hiệu, lời nói đọi máu, tin hay không thì tùy. ....và còn Quân, Thần, Tá, Sứ dẫn nhập thì nhiều, gia giảm tùy chủ vị. Sau khi có được các thông tin cơ bản trên, thì việc chạy toán là chuyện đơn giản, công thức thì có sẵn (nhưng đừng ai hỏi, vì hỏi không biết, và biết cũng không nói, thế nó mới hiểm) Túm lại là, sự thành công của nhà đầu tư, hay trở thành môi giới giỏi, thì có công thức cả, chứ đâu phải cứ đông tây y kết hợp khấn bái mà thành đâu!!!","1,9K","1,8K",43,110,4,1,,36 bình luậ,679082502621210,/story.php?story_fbid=679082502621210&id=359665914562872,Lưu
Shark Phạm Thanh Hưng,,2019-11-25 09:34:02,"LỄ KÝ KẾT ĐẦU TƯ & HỢP TÁC CHIẾN LƯỢC: Luxstay x Shark Nguyễn Thanh Việt x Shark Phạm Thanh Hưng x M-TP Entertainment 👉 15:00 | 29.11.2019 👉 Gem Center | 8 Nguyễn Bỉnh Khiêm, Quận 1, HCM Thông tin chi tiết sẽ được update trên fanpage Shark Tank Việt Nam ❤ Cùng đón chờ và theo dõi ""cú bắt tay lịch sử"" này nhé 🤝 #SharkTankVietNam #ThuongVuBacTy #Luxstay #SharkNguyenThanhViet #Intracom #SharkPhamThanhHung #MTPEntertainment -Admin-","1,2K","1,1K",5,81,49,1,,78 bình luậ,678271616035632,/story.php?story_fbid=678271616035632&id=359665914562872,Lưu
Shark Phạm Thanh Hưng,,2019-11-23 11:47:28,Bàn về quảng cáo #TeamSharkHung,"1,4K","1,3K",30,84,2,1,1,89 bình luậ,676600009536126,/story.php?story_fbid=676600009536126&id=359665914562872,Lưu
Shark Phạm Thanh Hưng,,2019-11-21 15:57:11,Chuẩn bị cho bài thuyết trình trước anh em Shark Tank toàn cầu tại #SharkTankSummit 2019 :D,"1,8K","1,6K",22,135,7,1,,78 bình luậ,675040846358709,/story.php?story_fbid=675040846358709&id=359665914562872,Lưu
"Shark Phạm Thanh Hưng,Shark Phạm Thanh Hưng",Shark Phạm Thanh Hưng,2019-11-20 14:06:37,(Admin) - 3 bạn may mắn nhận sách có chữ ký từ Shark Hưng: 1. Phong Thanh 2. Quang Anh 3. Hải Đăng Các bạn vui lòng check inbox để được hướng dẫn nhận quà nhé! #SharkTankVietNam #TeamSharkHungChụp được 400k like mới tài nhé! . . Chụp và post comment sớm nhất để nhận phần quà Thưởng 1 cuốn sách có chữ ký Shark Hưng - (Admin). 399.999 và 400.001 cũng được quà luôn nhé!!!,634,568,2,46,7,11,,40 bình luậ,674191896443604,/story.php?story_fbid=674191896443604&id=359665914562872,Lưu
Shark Phạm Thanh Hưng,,2019-11-20 11:34:01,"🔥 HOT NEWS - Shark Phạm Thanh Hưng -Vị cá mập tại vị 3 mùa - cùng Nhà sản xuất đại diện Việt Nam tham dự Shark Tank Summit 2019 👉 Shark Tank Summit 2019 là sự kiện được tổ chức bởi Sony Pictures Television hội ngộ 40 phiên bản Shark Tank toàn cầu diễn ra vào ngày 3/12/2019 tại M-Hotel, Singapore. 🎉 Tại đây, Shark Phạm Thanh Hưng sẽ thuyết trình về Shark Tank Việt Nam trước bạn bè Shark Tank quốc tế. Hành trình #SharkTankSummit 2019 sẽ được update liên tục trên fanpage! Cả nhà mình nhớ theo dõi và ủng hộ ""cá mập"" ra biển lớn nhé <3 #SharkTankVietNam #TeamSharkHung",2K,"1,8K",3,215,26,,,80 bình luậ,674114953117965,/story.php?story_fbid=674114953117965&id=359665914562872,Lưu
Shark Phạm Thanh Hưng,,2019-11-14 10:37:42,Chụp được 400k like mới tài nhé! . . Chụp và post comment sớm nhất để nhận phần quà Thưởng 1 cuốn sách có chữ ký Shark Hưng - (Admin). 399.999 và 400.001 cũng được quà luôn nhé!!!,"1,9K","1,7K",73,101,1,,,176 bình luậ,669286776934116,/story.php?story_fbid=669286776934116&id=359665914562872,Lưu
Shark Phạm Thanh Hưng,,2019-11-11 11:11:14,Mới đó đã tròn 3 năm kể từ tập đầu tiên lên sóng lúc 11:11 - 11.11.2017 <3 #SharkTankVietNam #TeamSharkHung,"1,6K","1,5K",9,131,,1,,50 bình luậ,666971413832319,/story.php?story_fbid=666971413832319&id=359665914562872,Lưu
