source,shared_from,date,text,reactions,likes,ahah,love,wow,sigh,grrr,comments,post_id,url,share
MC Trấn Thành,,2019-11-28 08:00:39,Chỗ này đẹp quá !!!!,43K,38K,221,"4,9K",25,2,1,1.739 bình luậ,3119707718058528,/story.php?story_fbid=3119707718058528&id=488035214559138,Lưu
MC Trấn Thành,,2019-11-27 19:30:40,Bí mật làm đẹp của Xìn Ri .,24K,21K,642,"2,8K",16,2,2,2.282 bình luậ,3118850631477570,/story.php?story_fbid=3118850631477570&id=488035214559138,Lưu
MC Trấn Thành,,2019-11-27 17:52:22,Bên này cũng như Hội An hen!!!,MC Trấn Thành và 116K người khác,103K,845,12K,65,8,3,4.191 bình luậ,3118663008162999,/story.php?story_fbid=3118663008162999&id=488035214559138,Lưu
MC Trấn Thành,,2019-11-27 15:35:44,"Trò chơi giải trí gì mà làm người ta quay cuồng, mất sức dễ sợ quý dị ạ... Chỉ 1 nắm đấm thôi mà mệt ngang đi xé bảng tên luôn!!! Những hãy chờ đó, A Xìn nhất định không chịu khuất phục đâu!! #TranThanh #Hariwon #HanQuoc #XinRi",MC Trấn Thành và 12K người khác,"9,7K","1,4K",974,14,3,1,787 bình luậ,3118400268189273,/story.php?story_fbid=3118400268189273&id=488035214559138,Lưu
MC Trấn Thành,,2019-11-27 12:19:04,"Coi trailer mà nổi da gà luôn quý dị ơi... Idol của Xìn đã tổ chức liveshow ở Việt Nam. SO HYANG - Diva hàng đầu Hàn Quốc sẽ tổ chức liveshow ""1 đêm duy nhất"" tại SÀI GÒN. - Thời gian: 20h ngày 14/12 - Địa điểm: sân khấu LAN ANH. Khách mời đặc biêt: - Danh Ca Tuấn Ngọc - Danh ca Khánh Hà - Diva Trần Thu Hà - Hồ Ngọc Hà - Tuấn Ngọc  - YJB  - SUKI - Vợ chồng em!!!! Quá hân hạnh khi được dẫn chương trình cho liveshow của thần tượng mình ngay tại Sài Gòn. Một dịp hiếm hoi để các bạn xem được liveshow của 1 nữ danh ca ĐẲNG CẤP THẾ GIỚI mà không phải bay đi nước ngoài. Nhanh tay đặt vé nào!!! ￼ Đặt vé online: ticketspace.vn Hotline đặt vé: 0903039119 Vợ chồng Xìn hẹn cả nhà hôm đó gặp nha! Háo hức quá!!!! Mua vé ngay chọn chỗ tốt nha!!!! ❤️❤️❤️ #Tuấn_Ngọc #Khánh_Hà #Trần_Thu_Hà #Hồ_Ngọc_Hà #Hariwon #Trấn_Thành  #소향 #sohyang #YJB #suki #하리원 #연준범 #가수 #hjbcultures #casi #singer #spark_concert #saigon #legend #콘서트 #Thẩm_mỹ_viện_Khơ_Thị #DAFC","7,3K","6,1K",110,1K,36,2,,719 bình luậ,3118124221550211,/story.php?story_fbid=3118124221550211&id=488035214559138,Lưu
MC Trấn Thành,,2019-11-27 12:07:50,Rần rần!!!! Kkkkkk,MC Trấn Thành và 118K người khác,107K,"1,6K","9,6K",75,3,6,2.854 bình luậ,3118105638218736,/story.php?story_fbid=3118105638218736&id=488035214559138,Lưu
MC Trấn Thành,,2019-11-26 21:29:06,Ngôn tình nữa nè!!!!  Mà chụp 2 máy nên nhìn 2 hướng! Kkkk,Quách Ánh và 106K người khác,89K,"5,8K",10K,56,16,3,4.383 bình luậ,3116555635040403,/story.php?story_fbid=3116555635040403&id=488035214559138,Lưu
MC Trấn Thành,,2019-11-26 20:00:10,Nhìn bà H Xìn chỉ thấy buồn cười thôi kkkkk Nói chơi chứ thương nhắm thương nhắm đó!!!!! #TranThanh #AXin #HariWon #XinRi,Trần Ngọc Cát Phương và 33K người khác,26K,543,"6,4K",19,32,5,2.836 bình luậ,3116113541751279,/story.php?story_fbid=3116113541751279&id=488035214559138,Lưu
MC Trấn Thành,,2019-11-26 12:44:58,Hôm nay để Cám ăn vạ cho mấy người coi!! #TranThanh #AXin #NoiOanThiCam,10K,"8,4K","1,3K",886,5,9,2,785 bình luậ,3115509508478349,/story.php?story_fbid=3115509508478349&id=488035214559138,Lưu
MC Trấn Thành,,2019-11-26 11:57:43,Đi chơi thôi!!!! Hariwon Nghệ Sĩ Lê Giang,73K,65K,871,7K,56,5,2,2.630 bình luậ,3115533338475966,/story.php?story_fbid=3115533338475966&id=488035214559138,Lưu
MC Trấn Thành,,2019-11-26 07:00:27,Bắp ơi... dậy Bắp ơi!!!! Kkkk  Dậy tập tạ tập boxing nè!!!,Nguyen Xuan Lan và 187K người khác,135K,45K,"6,2K",202,136,18,7.137 bình luậ,3114526931909940,/story.php?story_fbid=3114526931909940&id=488035214559138,Lưu
MC Trấn Thành,,2019-11-25 20:00:59,Xìn nhịn bà Heo dữ lắm luôn á!!! Nhây gì mà nhây không biết mệt trời ơi!!!! #TranThanh #AXin #HariWon #XinRi,60K,48K,"7,4K","4,4K",36,10,6,4.111 bình luậ,3113628348666465,/story.php?story_fbid=3113628348666465&id=488035214559138,Lưu
MC Trấn Thành,,2019-11-25 11:40:09,Có chút sét đánh chạm tai Xìn rồi..... Trời ơi con chim vàng chim bạc của tui. Người nào dám!!!! #TranThanh  #HaiTranThanh #LangMatSach,MC Trấn Thành và 27K người khác,22K,"3,5K","1,4K",14,20,1,1.436 bình luậ,3112986558730644,/story.php?story_fbid=3112986558730644&id=488035214559138,Lưu
MC Trấn Thành,,2019-11-24 20:39:17,"Ai cũng hỏi vc mình dưỡng da khi bận rộn thì như thế nào? Bật mí cho mọi người đây là chai xịt serum tế bào gốc thay thế các phương pháp dưỡng da cơ bản. Xuất xứ Hàn Quốc nên rất an tâm nè  Xịt mỗi ngày 2 lần cho da khoẻ mạnh, sáng đẹp nha các bạn. Link đây cả nhà: https://m.facebook.com/mioskintrending/ #mỹ_phẩm_dành_cho_người_lười #xịt_dưỡng_chăm_sóc_da #xịt_dưỡng_tế_bào_gốc #mỹ_phẩm_cao_cấp_Hàn_Quốc",Trúc Nhân và 109K người khác,97K,813,10K,117,8,3,5.212 bình luậ,3111272532235380,/story.php?story_fbid=3111272532235380&id=488035214559138,Lưu
MC Trấn Thành,,2019-11-24 15:50:49,"Phải ""tới số"" rồi thì Xìn mới khám nha!! kkkkk #TranThanh #AXin #HaiTranThanh #NhaThuongNhaGhet",19K,16K,"2,3K","1,2K",8,8,1,1.196 bình luậ,3110712735624693,/story.php?story_fbid=3110712735624693&id=488035214559138,Lưu
MC Trấn Thành,,2019-11-24 12:11:00,Bé nhà ai mà dễ thương xĩu!!! Người ta muốn biết tên mà cũng không cho biết nữa!!! Tủi thân quá trời!!!! #TranThanh #AXin,59K,49K,"5,9K","4,1K",38,18,9,2.375 bình luậ,3110432442319389,/story.php?story_fbid=3110432442319389&id=488035214559138,Lưu
MC Trấn Thành,,2019-11-23 21:00:14,"Đây là sản phẩm của 1 đứa em luôn cố gắng từng ngày, cực kỳ nghiêm túc với nghề và... đẹp lồng lộn - TUẤN TRẦN.  Cả nhà xem thấy hay thì share ủng hộ em nó nhé. Phim cưng lắm!!!  #TuấnTrần  #ThầnChếtTậpSự","7,7K","6,7K",78,834,23,3,1,405 bình luậ,3107778319251468,/story.php?story_fbid=3107778319251468&id=488035214559138,Lưu
"MC Trấn Thành,PNJ",PNJ,2019-11-23 20:02:21,"Xìn may mắn được mời dẫn nhiều chương trình về Tình yêu. Được nghe, tiếp xúc & đồng cảm với những câu chuyện tưởng như không có thật, mới thấy tình yêu nó thiêng liêng và mạnh mẽ như thế nào. 3 cặp đôi trong video ý nghĩa này, và hàng trăm hàng ngàn cặp đôi nữa, là nguồn động lực vô hạn cho chúng ta vững lòng tin vào thứ gọi là “Tình Yêu Đích Thực” trong xã hội ngày nay. Cám ơn những thông điệp nhân văn từ PNJ! #TrueLove #TinhYeuDichThuc #PNJBao lâu nay, nhiều chuyện tình đã phải dừng lại dang dở bởi những khuôn thước, chuẩn mực. Vậy khi yêu, bạn yêu cho mình, hay yêu vì xã hội? Vượt qua mọi áp lực, định kiến, Ông Hợp - Bà Năm, Anh Neil - Chị Vân, Minh Anh - Minh Khang: 3 trong số rất nhiều cặp đôi đã minh chứng sự tồn tại của tình yêu đích thực - đến với nhau vì cảm xúc chân thành, và hạnh phúc như hiện tại vì sự nỗ lực không ngừng của cả hai. Cùng PNJ đồng hành với các cặp đôi, cổ vũ và truyền cảm hứng cho những tình yêu đích thực vượt qua mọi định kiến để xây dựng hạnh phúc, bạn nhé! Cảm hứng tình yêu đích thực - Mùa yêu 2019 #PNJ #TrueLove #TinhYeuDichThuc",13K,11K,23,"1,9K",8,99,,1.412 bình luậ,3108611562501477,/story.php?story_fbid=3108611562501477&id=488035214559138,Lưu
