source,shared_from,date,text,reactions,likes,ahah,love,wow,sigh,grrr,comments,post_id,url
METUB Network,,2019-10-11 18:09:58,"<3 Nguyễn Hương Ly được biết đến bởi những bản cover tự nhiên, giàu cảm xúc. Sự kết hợp với nhiều nhạc cụ khác nhau của Hương Ly cũng mang đến nhạc cảm mới lạ và bất ngờ cho khán giả. <3 Cô được cư dân mạng gọi bằng cái tên “giọng ca triệu view”, sở hữu những bản cover “làm mưa làm gió” trên mạng xã hội… <3 Hãy cùng METUB Network tìm hiểu về cô nàng này nhé! #METUBNetwork - SỰ LỰA CHỌN SỐ MỘT CỦA NGHỆ SĨ VÀ CÁC NHÀ SÁNG TẠO TRÊN YOUTUBE. --------------------------------- #METUBNetwork - Mạng lưới YouTuber hàng đầu tại Việt Nam. ☀ Đăng ký tại ► www.metub.net/thamgia để trở thành thành viên của METUB Network nhé! Hotline: 0962290343 Email: support@metub.net #METUBNetwork #YouTube",50,42,4,4,,,,4 bình luậ,2431833460421905,/story.php?story_fbid=2431833460421905&id=1443137695958158
METUB Network,,2019-10-11 15:27:41,Việt Nam đá bóng thắng mà nghe bài này thật hợp MOOD LÊN ghê. #METUBNetwork - SỰ LỰA CHỌN SỐ MỘT CỦA NGHỆ SĨ VÀ CÁC NHÀ SÁNG TẠO TRÊN YOUTUBE. --------------------------------- #METUBNetwork - Mạng lưới YouTuber hàng đầu tại Việt Nam. ☀ Đăng ký tại ► www.metub.net/thamgia để trở thành thành viên của METUB Network nhé! Hotline: 0962290343 Email: support@metub.net #METUBNetwork #YouTube,311,286,6,19,,,,1 bình luậ,2431741523764432,/story.php?story_fbid=2431741523764432&id=1443137695958158
METUB Network,,2019-10-10 16:02:24,Cứ ra bài thì lại Hot Bạn thích ca khúc nào nhất trong BST triệu views của JACK & Nguyễn Bảo Khánh (K-ICM) ? #METUBNetwork - SỰ LỰA CHỌN SỐ MỘT CỦA NGHỆ SĨ VÀ CÁC NHÀ SÁNG TẠO TRÊN YOUTUBE. --------------------------------- #METUBNetwork - Mạng lưới YouTuber hàng đầu tại Việt Nam. ☀ Đăng ký tại ► www.metub.net/thamgia để trở thành thành viên của METUB Network nhé! Hotline: 0962290343 Email: support@metub.net #METUBNetwork #YouTube,1K,767,70,166,2,4,5,45 bình luậ,2430984437173474,/story.php?story_fbid=2430984437173474&id=1443137695958158
METUB Network,,2019-10-09 18:32:18,"❤ Chào mừng Huy Cung đã tham gia METUB Network - Cộng đồng những nhà sáng tạo hàng đầu trên YouTube. ❤ Huy Cung ghi dấu ấn với giới trẻ Việt trong vai trò là một vlogger, gần đây, chàng trai trẻ tài năng này đã debut với vai trò ca sĩ cùng MV Bận Than Chuyện Bạn Thân.  ❤ Đăng ký ngay kênh YouTube của Huy Cung: metub.net/huycung để cập nhật nhanh nhất những video mới nhất của anh chàng đáng yêu tài năng này nhé! #METUBNetwork - SỰ LỰA CHỌN SỐ MỘT CỦA NGHỆ SĨ VÀ CÁC NHÀ SÁNG TẠO TRÊN YOUTUBE. --------------------------------- #METUBNetwork - Mạng lưới YouTuber hàng đầu tại Việt Nam. ☀ Đăng ký tại ► www.metub.net/thamgia để trở thành thành viên của METUB Network nhé! Hotline: 0962290343 Email: support@metub.net #METUBNetwork #YouTube",42,35,1,5,1,,,3 bình luậ,2430282377243680,/story.php?story_fbid=2430282377243680&id=1443137695958158
METUB Network,,2019-10-09 17:37:04,"❤ Chào mừng Nghệ Sĩ Lê Giang  đã tham gia METUB Network - Cộng đồng những nhà sáng tạo hàng đầu trên YouTube. ❤ Lê Giang hiện tại đang là một trong những nữ danh hài sở hữu nhan sắc nóng bỏng, xinh đẹp ở showbiz Việt hiện nay. ❤ Đăng ký ngay kênh YouTube của Nghệ Sĩ Lê Giang: metub.net/legiangofficial để cập nhật nhanh nhất những video vui nhộn và giải trí mới nhất nhé! #METUBNetwork - SỰ LỰA CHỌN SỐ MỘT CỦA NGHỆ SĨ VÀ CÁC NHÀ SÁNG TẠO TRÊN YOUTUBE. --------------------------------- #METUBNetwork - Mạng lưới YouTuber hàng đầu tại Việt Nam. ☀ Đăng ký tại ► www.metub.net/thamgia để trở thành thành viên của METUB Network nhé! Hotline: 0962290343 Email: support@metub.net #METUBNetwork #YouTube",55,49,3,3,,,,2 bình luậ,2430249023913682,/story.php?story_fbid=2430249023913682&id=1443137695958158
METUB Network,,2019-10-09 14:24:50,"Chúc mừng Vũ Phạm Đình Thái - BLACKBI (FAPTV) đã đạt được Nút Vàng YouTube với hơn 1.000.000 lượt đăng ký theo dõi. 🕶 BlackBi là 1 rapper có trình độ cao và được ưa thích trong Underground. Ngoài ra anh còn là diễn viên hài của Fap TV, một kênh hài Youtube nổi tiếng hiện nay. 👉 Đăng ký ngay kênh của BlackBi Original tại: Metub.net/blackbi để cập nhật tin những video giải trí về rap mới nhất nhé! #METUBNetwork - SỰ LỰA CHỌN SỐ MỘT CỦA NGHỆ SĨ VÀ CÁC NHÀ SÁNG TẠO TRÊN YOUTUBE. --------------------------------- #METUBNetwork - Mạng lưới YouTuber hàng đầu tại Việt Nam. ☀ Đăng ký tại ► www.metub.net/thamgia để trở thành thành viên của METUB Network nhé! Hotline: 0962290343 Email: support@metub.ne #METUBNetwork #YouTube",202,151,15,35,1,,,18 bình luậ,2430150533923531,/story.php?story_fbid=2430150533923531&id=1443137695958158
METUB Network,,2019-10-08 18:36:33,"❤ Chào mừng Nghệ Sĩ Hương Lan đã tham gia METUB Network - Cộng đồng những nhà sáng tạo hàng đầu trên YouTube. ❤ Hương Lan là nữ ca sĩ người Việt nổi danh ở hải ngoại lẫn quốc nội. Bà được đánh giá là giọng hát bền bỉ với thời trẻ là dòng nhạc vàng, nhạc cổ truyền và là giọng ca trụ cột cho trung tâm Thúy Nga. ❤ Đăng ký ngay kênh YouTube của Nghệ Sĩ Hương Lan: metub.net/nghesihuonglan để cập nhật nhanh nhất những sản phẩm mới nhất của nữ danh ca này nhé! #METUBNetwork - SỰ LỰA CHỌN SỐ MỘT CỦA NGHỆ SĨ VÀ CÁC NHÀ SÁNG TẠO TRÊN YOUTUBE. --------------------------------- #METUBNetwork - Mạng lưới YouTuber hàng đầu tại Việt Nam. ☀ Đăng ký tại ► www.metub.net/thamgia để trở thành thành viên của METUB Network nhé! Hotline: 0962290343 Email: support@metub.net #METUBNetwork #YouTube",37,27,,8,2,,,1 bình luậ,2429478733990711,/story.php?story_fbid=2429478733990711&id=1443137695958158
METUB Network,,2019-10-08 11:47:53,"<3 Chào mừng Cô nàng Beauty Blogger An Phương  đã tham gia METUB Network - Cộng đồng những nhà sáng tạo hàng đầu trên YouTube. <3 Blogger là công việc khá hot, được các tín đồ làm đẹp Việt Nam yêu thích. Không chỉ review mỹ phẩm, hướng dẫn trang điểm, các cô nàng này còn truyền cảm hứng tới phái đẹp thông qua video của mình. Giữa vô vàn màu sắc dịu dàng, nữ tính của đa số các beauty blogger hiện nay, An Phương – có thể được xem như một sắc màu cá tính khác hẳn. <3  Ví von An Phương là ""viên thuốc bổ"" trong giới beauty blogger cũng bởi tính cách của cô gái này. Trên video lẫn ngoài đời, An Phương là người luôn đầy năng lượng, hoạt ngôn và vui vẻ. Sự tích cực này đã trở thành ""dấu ấn"" riêng của 9X. #METUBNetwork - SỰ LỰA CHỌN SỐ MỘT CỦA NGHỆ SĨ VÀ CÁC NHÀ SÁNG TẠO TRÊN YOUTUBE. --------------------------------- #METUBNetwork - Mạng lưới YouTuber hàng đầu tại Việt Nam. ☀ Đăng ký tại ► www.metub.net/thamgia để trở thành thành viên của METUB Network nhé! Hotline: 0962290343 Email: support@metub.net #METUBNetwork #YouTube",196,189,,7,,,,Bình luậ,2429261677345750,/story.php?story_fbid=2429261677345750&id=1443137695958158
METUB Network,,2019-10-08 10:02:35,"🐕Ối giời ơi ông Giáo ơi, Mị với A Phủ đi theo chương trình bảo vệ nhân chứng của liên hợp quốc xong đến METUB kia kìa, cả con Vàng nữa, cứ tưởng sang Nhật làm Hachiko ấy thế mà lại đến 195 Điện Biên Phủ vào METUB. 🐕Xin được chào mừng 1977 Vlog - Ekip làm những clip hài đã đạt được nút Bạc danh giá đến từ YouTube chỉ với 02 clip rất xuất sắc khi lồng ghép những yếu tố hài hước, dí dỏm của hiện đại vào những tác phẩm văn học thời xưa, đem lại những góc nhìn mới lạ cho các nhân vật trong câu truyện.  🐕Một lần nữa xin được chào mừng 1977 Vlog đã trở thành đối tác chính thức của METUB Network! #METUBNetwork - SỰ LỰA CHỌN SỐ MỘT CỦA NGHỆ SĨ VÀ CÁC NHÀ SÁNG TẠO TRÊN YOUTUBE. --------------------------------- #METUBNetwork - Mạng lưới YouTuber hàng đầu tại Việt Nam. ☀ Đăng ký tại ► www.metub.net/thamgia để trở thành thành viên của METUB Network nhé! Hotline: 0962290343 Email: support@metub.net #METUBNetwork #YouTube",216,183,21,11,1,,,15 bình luậ,2429209170684334,/story.php?story_fbid=2429209170684334&id=1443137695958158
METUB Network,,2019-10-07 15:53:50,"🕺🏽Xin được chúc mừng những chàng trai năng động KAT-X đã đạt được nút vàng danh giá đến từ YouTube với hơn 1.000.000 lượt đăng ký kênh. 👟Nổi tiếng bắt đầu từ những clip nhảy biên đạo những bản nhạc nổi tiếng trong giới trẻ như Về nhà ăn tết, Ai khóc nỗi đau này,... KAT-X đang dần khẳng định tên tuổi của mình trong giới vũ công với những clip ""triệu views"" trên YouTube, bằng chứng là những chàng trai tài năng đã đạt được nút vàng đến từ YouTube. Hãy cùng ủng hộ KAT-X trong thời gian tới nhé!  #METUBNetwork - SỰ LỰA CHỌN SỐ MỘT CỦA NGHỆ SĨ VÀ CÁC NHÀ SÁNG TẠO TRÊN YOUTUBE. --------------------------------- #METUBNetwork - Mạng lưới YouTuber hàng đầu tại Việt Nam. ☀ Đăng ký tại ► www.metub.net/thamgia để trở thành thành viên của METUB Network nhé! Hotline: 0962290343 Email: support@metub.net #METUBNetwork #YouTube",23,20,,3,,,,Bình luậ,2428590674079517,/story.php?story_fbid=2428590674079517&id=1443137695958158
