source,shared_from,date,text,reactions,likes,ahah,love,wow,sigh,grrr,comments,post_id,url
Sinh Viên TV,,2019-10-12 09:17:16,"Thầy giáo đe dọa: ""Lớp này điểm cao hay thấp, tùy vào em L. có chiều tôi hay không?"".",312,222,71,1,13,3,2,90 bình luậ,2452087611715475,/story.php?story_fbid=2452087611715475&id=1654988921425352
Sinh Viên TV,,2019-10-12 09:00:00,Rồi giờ nghe ai đây :3 #sinhvientv,351,240,106,1,2,2,,78 bình luậ,2451877378403165,/story.php?story_fbid=2451877378403165&id=1654988921425352
Sinh Viên TV,,2019-10-12 08:00:00,"34 CÂU NÓI THÚC ĐẨY BẠN PHẢI HÀNH ĐỘNG NGAY HÔM NAY 1. Muốn bay cao, đừng nỗ lực nửa vời, hãy nỗ lực hết sức. 2. Sự khác biệt của người thành công với người thất bại không nằm ở sức mạnh, hiểu biết, kiến thức, mà là ở ý chí. 3. Không phải lúc nào bạn cố gắng cũng sẽ thành công, nhưng phải luôn cố gắng để không hối tiếc khi thất bại. 4. Tôi rất biết ơn với người đã nói không với tôi, nhờ vậy mà tôi biết cách tự mình giải quyết vấn đề. 5. Muốn thành công phải qua nhiều thất bại. Trên đường đời có dại mới có khôn. 6. Thành công không phụ thuộc vào kiến thức mà vào cách áp dụng kiến thức. 7. Cuộc sống này vốn dĩ không công bằng. Hãy tập làm quen với điều đó. 8. Đừng bao giờ đánh mất niềm tin vào bản thân. Chỉ cần tin là mình có thể làm được là bạn lại có thêm lý do để cố gắng thực hiện điều đó. 9. Niềm tin vào chính mình có sức mạnh xua tan bất kỳ sự hoài nghi nào của người khác. 10. Ước mơ là không có ngày hết hạn, hãy hít thở sâu, và cố gắng thêm lần nữa. 11. Nếu bạn không thử. Bạn sẽ không bao giờ biết được bạn có thể làm được những gì. 12. Đừng thở dài hãy vươn vai mà sống, bùn dưới chân nhưng nắng ở trên đầu. 13. Không bao giờ cúi đầu, không bao giờ bỏ cuộc hay chỉ ngồi than thở. Hãy tìm một cách thức khác để đương đầu. 14. Dù cuộc đời khập khiễng, nhưng thượng đế rất công bằng ở chỗ. Mỗi chúng ta đều có 24 giờ mỗi ngày. 15. Trong cuộc sống, nơi nào có một người chiến thắng, nơi đó có một người thua cuộc. Nhưng người biết hi sinh vì người khác luôn luôn là người chiến thắng. 16. Để có thể thành công, bạn buộc phải tin rằng bạn có thể. 17. Không có gì là không thể với một người luôn biết cố gắng. 18. Bất kỳ ai đều “dìm” bạn xuống, họ đều xứng đáng thua bạn. 19. Cách để bắt đầu là hãy dừng việc nói lại và hãy bắt đầu làm. 20. Giữ đôi mắt của bạn hướng lên bầu trời và đôi chân trên mặt đất. 21. Có hai điều cần nhớ trong cuộc sống: Hãy chăm sóc suy nghĩ của bạn khi bạn một mình và hãy cẩn trọng với lời nói của mình nơi chốn đông người. 22. Hãy làm những thứ khó khăn khi chúng còn dễ dàng và làm những thứ vĩ đại khi chúng ta còn nhỏ bé. Hành trình ngàn dặm bắt đầu từ những bước chân. 23. Không chuẩn bị có nghĩa là bạn đã sẵn sàng cho việc thất bại. 24. Bạn muốn biết bạn là ai? Đừng hỏi nữa. Hãy hành động! Hành động sẽ định nghĩa con người bạn. 25. Bạn không cần phải to lớn để bắt đầu, nhưng bạn phải bắt đầu để trở nên to lớn. 26. Lạc đường không đáng sợ, đáng sợ nhất là không biết mình đi đâu. Một khi bạn đã quyết tâm đi đến cùng, thì hướng nào cũng sẽ đến đích. 27. Sức mạnh không được tạo ra từ những thứ bạn có thể làm, nó được tạo ra từ nỗ lực vượt qua những thứ bạn nghĩ mình không thể vượt qua. 28. Điều thú vị nhất trong cuộc sống là làm những điều mà mọi người nói rằng bạn không thể. 29. Bất kỳ một sự đả kích nào cũng không nên trở thành cái cớ cho mình sa ngã. Mình không thể thay đổi thế giới nhưng mình có thể thay đổi bản thân mình. Việc cần làm là chọn lựa một con đường đúng đắn và kiên trì bước tiếp. 30. Người quan tâm đến tôi, tôi sẽ quan tâm lại gấp bội! 31. Người ta nghĩ sao về bạn, không có liên quan gì đến bạn. Bạn sống thế nào, cũng không có liên quan gì đến người ta. 32. Thể diện rốt cuộc bao nhiêu tiền một cân? Tại sao chúng ta phải để tâm đến cách nhìn của người khác. 33. Có một ngày bạn sẽ hiểu, lương thiện khó hơn thông minh nhiều. Thông minh là một loại tài năng thiên phú, còn lương thiện lại là một sự lựa chọn. 34. Tất thảy mọi vấn đề đều là vấn đề của bản thân. Nguồn: Sưu tầm và tổng hợp #sinhvientv",30,25,,5,,,,Bình luậ,2451855035072066,/story.php?story_fbid=2451855035072066&id=1654988921425352
Sinh Viên TV,,2019-10-11 23:25:19,"Thời gian thì dần trôi qua, thế nên đừng để thanh xuân của bạn trở nên vô nghĩa nhé.   ",109,86,1,5,1,16,,,2451722985085271,/sinhvientv.net/photos/a.2405630019694568/2451722985085271
Sinh Viên TV,,2019-10-11 21:00:13,"Tấm gương vượt khó đây cả nhà ơi, từ một cô học sinh nghèo và hiện tại ở tuổi 29 cô nàng đã trở thành triệu phú rồi đấy! Fan Lý Tử Thất đâu rồi nào! <3 <3 <3 #dep360 #LýTửThất #News #VSUB --- 👉 Xem nhiều video hơn tại VSUB 😘",46,35,3,8,,,,2 bình luậ,2451483505109219,/story.php?story_fbid=2451483505109219&id=1654988921425352
Sinh Viên TV,,2019-10-11 20:00:02,Áp dụng để làm bài thì chỉ có cân hết mọi phương trình. ---- 👉 Có clip hay gửi ngay Sinh Viên TV nhé !😘 #sinhvientv,112,62,45,3,1,1,,11 bình luậ,2451389898451913,/story.php?story_fbid=2451389898451913&id=1654988921425352
Sinh Viên TV,,2019-10-11 17:05:48,"Xứng danh quán quân, vững vàng trước mọi thế lực phản động",38,31,6,1,,,,1 bình luậ,2451470581777178,/story.php?story_fbid=2451470581777178&id=1654988921425352
Sinh Viên TV,,2019-10-11 15:00:02,"Không chỉ là nghệ sĩ được khán giả yêu mến, các sao Việt nhà ta còn là những nhà giáo đứng trên bục giảng. Có mem nào là học trò của những Thầy Cô này không ta? #SVTV #News #SaoStar #VSUB --- 👉 Xem nhiều video hơn tại VSUB 😘",49,45,1,2,1,,,Bình luậ,2450706841853552,/story.php?story_fbid=2450706841853552&id=1654988921425352
Sinh Viên TV,,2019-10-11 15:00:01,500 anh em nhát gái điểm cho tôi xin cánh tay nào :3 #sinhvientv,126,92,32,,,2,,26 bình luậ,2451370238453879,/story.php?story_fbid=2451370238453879&id=1654988921425352
Sinh Viên TV,,2019-10-11 11:00:00,Sống sao để cái máy cũng hông thương vậy nè. #Sinhvientv,422,161,246,2,3,10,,112 bình luậ,2450670438523859,/story.php?story_fbid=2450670438523859&id=1654988921425352
Sinh Viên TV,,2019-10-11 09:23:01,"Ơ, tưởng thầy dạy khối ngành kinh tế thì phải mạnh mẽ chứ nhỉ, lại đi ""gạ tình"" nam sinh sao?","4,3K","3,4K",643,18,202,41,11,1.189 bình luậ,2451226788468224,/story.php?story_fbid=2451226788468224&id=1654988921425352
Sinh Viên TV,,2019-10-11 09:00:00,Haizzz nghĩ mà chán á :3 #sinhvientv,453,333,102,1,,17,,46 bình luậ,2451184851805751,/story.php?story_fbid=2451184851805751&id=1654988921425352
