source,shared_from,date,text,reactions,likes,ahah,love,wow,sigh,grrr,comments,post_id,url
YAN News,,2019-10-12 09:40:00,Cặp đôi Hải - Chi vừa đăng ký kết hôn mọi người ạ 😌,25,29,,,,,,Bình luậ,3804765626260965,/story.php?story_fbid=3804765626260965&id=154180304652867
YAN News,,2019-10-12 09:33:01,"MỔ GÌ TẦM NÀY, XEM CHUNG KHÔNG BÁC SĨ ƠI? 😂",183,142,32,7,3,,,16 bình luậ,3804892802914914,/story.php?story_fbid=3804892802914914&id=154180304652867
YAN News,,2019-10-12 08:56:07,"THÔI XONG, SÉT ĐÁNH TỚI THẬT RỒI... 😨",319,295,13,9,2,,1,34 bình luậ,3804799686257559,/story.php?story_fbid=3804799686257559&id=154180304652867
YAN News,,2019-10-12 08:48:02,"Siêu bão mạnh nhất trong vào 60 năm qua chuẩn bị đổ bộ Nhật Bản rồi, mong nước bạn vượt qua... 😨","2,6K","2,1K",11,26,109,324,,567 bình luậ,3804779659592895,/story.php?story_fbid=3804779659592895&id=154180304652867
YAN News,,2019-10-12 08:44:00,"Phụ nữ thời nay, sống chỉ nên dựa vào chính mình này 😍",132,126,1,5,,,,3 bình luậ,3804743846263143,/story.php?story_fbid=3804743846263143&id=154180304652867
YAN News,,2019-10-12 08:31:41,THỰC ĐƠN NGON NHƯ EM TRAI CÔ DÂU VẬY 😆,228,202,18,7,1,,,25 bình luậ,3804738329597028,/story.php?story_fbid=3804738329597028&id=154180304652867
YAN News,,2019-10-12 08:23:19,ĐÓN XEM VÀO 21H40 TỐI NAY TẠI YAN NEWS NHÉ ,101,98,2,1,,,,8 bình luậ,3804718242932370,/yannews/photos/a.387210474683181/3804718242932370
YAN News,,2019-10-12 07:59:17,Bầu trời Nhật Bản trước thêm siêu bão mạnh nhất trong vòng 60 năm qua diễn ra... Tất cả đều chuyển tím!  Cầu mong bình an đến mọi người. 😢,22K,18K,61,356,"1,2K","1,9K",3,4.220 bình luậ,3804659496271578,/story.php?story_fbid=3804659496271578&id=154180304652867
YAN News,,2019-10-12 07:55:00,Trước mắt bạn là một hình ảnh mẹ bầu cực kì quyến rũ 😍,262,246,5,11,,,,11 bình luậ,3803915726345955,/story.php?story_fbid=3803915726345955&id=154180304652867
YAN News,,2019-10-12 07:41:00,CÓ KHI CÓ TIN HỈ LUÔN CHỨ HA XỬ NỮ ƠI? 😁,175,165,7,3,,,,12 bình luậ,3803301606407367,/story.php?story_fbid=3803301606407367&id=154180304652867
YAN News,,2019-10-12 06:50:01,Gọi ngay cho người bạn thận bạn bè của bạn xem tình hình họ như thế nào rồi 😮,966,861,7,7,24,67,,278 bình luậ,3803924949678366,/story.php?story_fbid=3803924949678366&id=154180304652867
YAN News,,2019-10-12 06:41:00,"Từ Điện Biên xuống Quảng Ninh làm công nhưng 3 tháng rồi chưa được trả lương, cũng chẳng biết danh tính người thuê mình nên không đòi được tiền 😢",504,437,2,2,4,37,22,57 bình luậ,3803597586377769,/story.php?story_fbid=3803597586377769&id=154180304652867
YAN News,,2019-10-12 05:50:01,BẮT ANH VỀ NHÀ NUÔI ĐƯỢC KHÔNG? 😂,730,690,28,11,1,,,30 bình luậ,3803932353010959,/story.php?story_fbid=3803932353010959&id=154180304652867
YAN News,,2019-10-12 05:41:00,"Chỉ là do góc quay, ánh sáng với kiểu trang điểm khác nhau thôi mà, đừng khắt khe quá 😢",247,236,9,1,1,,,14 bình luậ,3803601533044041,/story.php?story_fbid=3803601533044041&id=154180304652867
YAN News,,2019-10-12 04:50:00,"Làm việc “liền tù tì” trong nhiều giờ cả khi hành khách “say giấc nồng”, cũng cực quá nhỉ !!!",528,489,13,17,7,2,,279 bình luậ,3803946319676229,/story.php?story_fbid=3803946319676229&id=154180304652867
YAN News,,2019-10-12 04:41:00,"Chớp mắt cái mà đã 15 năm, có ai từng một thời mê mệt phim này như tui không? 😛",119,117,1,1,,,,7 bình luậ,3803652506372277,/story.php?story_fbid=3803652506372277&id=154180304652867
