source,shared_from,date,text,reactions,likes,ahah,love,wow,sigh,grrr,comments,post_id,url
"Tuổi Trẻ Online,Ngày của Phở",Ngày của Phở,2019-10-12 10:50:43,"Câu chuyện Phở Việt.Nhắc đến Việt Nam, người ta thường nghĩ đến cánh đồng quê, tà áo dài … và đặc biệt không thể thiếu đó chính là món phở. Phở Hà Nội đã làm xao xuyến bao tâm hồn nhà văn như Vũ Bằng, Thạch Lam, Nguyễn Tuân, ..và đã dần đi vào lịch sử như một nét đẹp văn hóa. Phở là món ăn Việt Nam tinh tế có từ lâu đời và qua tay mỗi một người nấu khác nhau lại mang một hương vị đặc trưng riêng. Tuy nhiên, những thành phần thiết yếu tạo nên một bát phở bao gồm bánh phở, nước dùng có mùi thơm từ gừng, quế, hồi và thảo quả nướng kết hợp với vị ngọt từ xương lợn được ninh nhừ, thịt bò, thịt gà được thái mỏng và trần vào bát phở. Khi ăn phở, ta thường ăn kèm với quẩy, rau thơm và cho thêm các loại gia vị như dấm ớt, chanh tươi vào nước dùng để có vị chua thanh thanh, cay nhè nhẹ. Một bát phở ngon quan trọng là bí quyết chế biến nước dùng. Nước dùng phải có ngọt từ xương chứ không phải vị ngọt từ đường hoặc mì chính. Nước dùng phải có màu trong và có mùi thơm của quế, hồi và thảo quả. Mỗi người với kinh nghiệm bản thân sẽ có bí quyết riêng để tạo ra một nồi nước dùng ngon. Phở phải mang đủ các hương vị, như nhà văn Vũ Bằng đã viết, “thịt thì mềm, bánh thì dẻo, vị cay cay của gừng, hạt tiêu, ớt, cái thơm của hành hoa, thơm hăng hắc cái rau thơm, thơm dìu dịu của thịt bò tươi mềm… rồi thì hòa hợp tất cả những vị đó lại, nước dùng ngọt cứ lừ đi, ngọt một cách hiền lành êm dịu, không có chất gì là hóa học”. Bạn cũng như các thương hiệu phở có thể gửi đề cử và bài viết cảm nhận về thương hiệu phở mình yêu thích theo form: https://bit.ly/2Ms4Pk2, hoặc email ngaycuapho12thang12@tuoitre.com.vn.",3,3,,,,,,Bình luậ,3728880677137873,/story.php?story_fbid=3728880677137873&id=214610578564918
Tuổi Trẻ Online,,2019-10-12 11:57:08,"10h sáng nay 12-10, Liên đoàn bóng đá Việt Nam (VFF) mở phiên bán vé đầu tiên trận Việt Nam - UAE tại vòng loại World Cup 2022 trên ứng dụng VinID. Cũng như các lần bán vé online khác, vé được công bố hết chỉ sau vài phút.",10,8,1,,1,,,Bình luậ,3728672643825343,/story.php?story_fbid=3728672643825343&id=214610578564918
Tuổi Trẻ Online,,2019-10-12 10:48:07,"Hát hò gây ồn ào ở nhà hàng gây ồn ào khu dân cư lúc nửa đêm, nhóm của Gia xảy ra mâu thuẫn với nhóm của Quang. Quang đã dùng dao đâm chết Gia và làm bị thương 1 người khác.",58,41,10,1,1,4,1,21 bình luậ,3728524523840155,/story.php?story_fbid=3728524523840155&id=214610578564918
Tuổi Trẻ Online,,2019-10-12 10:34:15,"Người phụ nữ lớn tuổi đi xe máy dừng mua thuốc trước cửa tiệm tạp hóa bị các đối tượng giật túi xách, bên trong có 20 triệu đồng và giấy báo tử của người thân vừa qua đời.",127,72,1,1,3,18,32,14 bình luậ,3728491163843491,/story.php?story_fbid=3728491163843491&id=214610578564918
Tuổi Trẻ Online,,2019-10-12 09:30:12,Bà Michelle Obama cùng con gái cựu tổng thống Mỹ George W. Bush là Jenna Bush Hager và một số khách mời nổi tiếng sẽ đến Việt Nam vào tháng 12/2019 để gặp gỡ phụ nữ trẻ và chia sẻ các câu chuyện về giáo dục.,58,49,3,4,,2,,2 bình luậ,3728350673857540,/story.php?story_fbid=3728350673857540&id=214610578564918
Tuổi Trẻ Online,,2019-10-11 21:25:09,Cư dân mạng chia sẻ rộng rãi hình ảnh đẹp cuối tuần về chàng trai được chiến sĩ Phòng cháy chữa cháy cõng gặp ân nhân cảm ơn.,569,447,4,118,,,,23 bình luậ,3726662760692998,/story.php?story_fbid=3726662760692998&id=214610578564918
Tuổi Trẻ Online,,2019-10-11 21:03:05,"Do có sự thay đổi trong kế hoạch tập luyện nên chiều 11-10, các cầu thủ U22 Việt Nam đã có buổi tập kế bên sân tập của đối thủ U22 UAE.",20,17,3,,,,,1 bình luậ,3726601110699163,/story.php?story_fbid=3726601110699163&id=214610578564918
Tuổi Trẻ Online,,2019-10-11 20:53:56,"Người ta thường chôn giấu nỗi đau nhưng lại phô trương niềm vui sướng. Do đó, muốn biết cầu thủ chịu áp lực như thế nào, hãy nhìn cách họ ăn mừng bàn thắng. Tiền vệ Nguyễn Quang Hải là một ví dụ.",34,33,1,,,,,2 bình luậ,3726576024035005,/story.php?story_fbid=3726576024035005&id=214610578564918
Tuổi Trẻ Online,,2019-10-11 20:35:35,"Nếu tin vào thuyết âm mưu, thế giới này nay do một tổ chức bí mật gọi là Illuminati thống trị chứ không phải bất cứ chính phủ nào. Triết gia đương đại người Anh Julian Baggini không cho đây là một ý điên rồ.",27,22,3,,2,,,Bình luậ,3726521094040498,/story.php?story_fbid=3726521094040498&id=214610578564918
Tuổi Trẻ Online,,2019-10-11 20:28:27,Đoạn video được chia sẻ trên mạng xã hội Trung Quốc khiến nhiều người cảm thấy bất an khi đi dưới gầm các cây cầu vượt ở nước này. 3 người đã thiệt mạng và 2 người bị thương trong vụ việc.,401,235,79,6,66,10,5,73 bình luậ,3726501240709150,/story.php?story_fbid=3726501240709150&id=214610578564918
