source,shared_from,date,text,reactions,likes,ahah,love,wow,sigh,grrr,comments,post_id,url
Saigoneer,,2019-10-12 11:00:05,"From September 21 to 22, the second edition of the Coupe de Hue took place in the central province of Thua Thien-Hue. Among the cyclists at the starting line was former world champion and Tour de France winner Cadel Evans.",14,13,,1,,,,Bình luậ,2167187453383228,/story.php?story_fbid=2167187453383228&id=206846516084008
Saigoneer,,2019-10-11 18:00:23,! ⠀ . We will be sharing another photo from one of our awesome followers again soon! ⠀ . and tag your Vietnam photos with  in your caption for a chance to be featured.,53,46,,4,3,,,Bình luậ,2165770170191623,/saigoneer/photos/a.365566413545350/2165770170191623
Saigoneer,,2019-10-11 16:30:00,"The secret is in the cold-pressed Ben Tre coconut oil and lemongrass, pomelo, lime, cinnamon and ginger essential oils.",4,4,,,,,,Bình luậ,2165537663548207,/story.php?story_fbid=2165537663548207&id=206846516084008
Saigoneer,,2019-10-11 16:02:02,,5,5,,,,,,Bình luậ,2165626306872676,/story.php?story_fbid=2165626306872676&id=206846516084008
Saigoneer,,2019-10-11 14:18:11,"Hue Ky Mi Gia has one of the most memorable roast ducks you will come across in Saigon, but its price tag might keep away casual eaters.",16,14,,2,,,,Bình luậ,2165510713550902,/story.php?story_fbid=2165510713550902&id=206846516084008
Saigoneer,,2019-10-11 13:25:13,"Ahead of their third album release and major concerts in Hanoi and Saigon, Ngọt has teased fans with two songs from the upcoming album: 'Lần Cuối' and 'Chuyển Kênh.' If the former is a soft piano-driven track that's reminiscent of The Beatles, the music video for 'Chuyển Kênh' is a cheeky tribute to the television classics — from Gặp Nhau Cuối Tuần to the Dancing Skeleton — that have left significant imprints on our childhood. Watch the video below.Trước khi phát hành album thứ ba và các buổi hòa nhạc lớn tại Hà Nội và Sài Gòn, Ngọt đã trêu chọc những người hâm mộ với hai bài hát từ album sắp tới: ' Lần Cuối ' và ' Chuyển Kênh. ' Nếu cựu là một bài hát đàn piano mềm mại mà gợi nhớ về The Beatles, video âm nhạc cho ' Chuyển Kênh ' là một sự cống hiến láu cá cho truyền hình kinh điển - từ Gặp Nhau Cuối Tuần đến The Dancing Skeleton - mà đã để lại những dấu ấn đáng kể trong thời thơ ấu của chúng ta. Xem video bên dưới.",160,119,1,40,,,,Bình luậ,2165455606889746,/story.php?story_fbid=2165455606889746&id=206846516084008
Saigoneer,,2019-10-11 11:43:59,Solve your weight problems today by creating your own bathroom scale. (via Urbanist Hanoi),275,108,154,1,2,9,1,21 bình luậ,2165347383567235,/story.php?story_fbid=2165347383567235&id=206846516084008
Saigoneer,,2019-10-11 08:40:30,"Good morning, Saigon.Chào buổi sáng, Sài Gòn.",85,74,1,8,2,,,Bình luậ,2165136373588336,/story.php?story_fbid=2165136373588336&id=206846516084008
Saigoneer,,2019-10-10 19:00:49,"Through the Zalo app, users can retrieve snapshots of traffic condition from hundreds of traffic camera around town.",136,111,2,6,17,,,6 bình luậ,2164014553700518,/story.php?story_fbid=2164014553700518&id=206846516084008
Saigoneer,,2019-10-10 18:00:18,"Standing beside this illuminated building one cannot help but wonder if lanterns hold light the way bodies hold souls.  . Photo by Alberto Prieto (@alcaparras), for  .⠀ on Instagram and hashtag your photos of Vietnam with  for a chance to be featured. .        ",25,20,,2,3,,,1 bình luậ,2163933477041959,/saigoneer/photos/a.365566413545350/2163933477041959
Saigoneer,,2019-10-10 13:00:21,"Vuong Hong Sen was one of Vietnam's most knowledgeable academics, with a special interest in the history of southern Vietnam. Before Sen passed away in 1996, he donated his entire collection of artifacts — including 849 items — to the city. (from 2018)Vương Hồng Sen là một trong những học viện hiểu biết nhất của Việt Nam, với sự quan tâm đặc biệt trong lịch sử miền Nam Việt Nam. Trước khi Sen qua đời vào năm 1996, anh ấy đã quyên góp toàn bộ bộ sưu tập hiện vật của mình - bao gồm 849 món đồ - đến thành phố. (từ 2018)",38,34,,4,,,,Bình luậ,2163607490407891,/story.php?story_fbid=2163607490407891&id=206846516084008
Saigoneer,,2019-10-10 11:45:03,"A new GrabKitchen in Thu Duc is the home of 12 food businesses, such as Banh Mi Pew Pew and Mi Quang 3 Anh Em. The kitchen only cooks takeaway orders that are delivered by Grab drivers.",204,175,2,11,15,1,,16 bình luậ,2163531793748794,/story.php?story_fbid=2163531793748794&id=206846516084008
Saigoneer,,2019-10-09 19:00:57,"Alexandre de Rhodes, a French missionary, is commonly recognized for his contribution to the development of the modern Vietnamese alphabet. His name has been a street in Saigon since 1995.",58,52,,6,,,,2 bình luậ,2162233530545287,/story.php?story_fbid=2162233530545287&id=206846516084008
Saigoneer,,2019-10-09 18:00:28,! ⠀ . We will be sharing another photo from one of our awesome followers again soon! ⠀ . and tag your Vietnam photos with  in your caption for a chance to be featured.,41,31,6,4,,,,1 bình luậ,2162147807220526,/saigoneer/photos/a.365566413545350/2162147807220526
Saigoneer,,2019-10-09 13:00:22,"Instead of the quietude usually associated with Laos, these images by photographer John Vink reveal an active, fun-loving and athletic side of its capital Vientiane in the 1990s.",81,72,,9,,,,1 bình luậ,2161791710589469,/story.php?story_fbid=2161791710589469&id=206846516084008
Saigoneer,,2019-10-09 11:21:18,Some critics are calling for the demolition of the massive six-story building for degrading the natural landscape of Ha Giang Province.,111,85,6,,4,3,13,9 bình luậ,2161672227268084,/story.php?story_fbid=2161672227268084&id=206846516084008
Saigoneer,,2019-10-09 08:50:02,"Good morning, Saigon.Chào buổi sáng, Sài Gòn.",20,20,,,,,,Bình luậ,2161488957286411,/story.php?story_fbid=2161488957286411&id=206846516084008
Saigoneer,,2019-10-08 20:01:27,"Saigon currently has three water treatment plants, which can only handle 21.2% of the city's daily waste water.",142,67,,,9,54,12,9 bình luậ,2160441514057822,/story.php?story_fbid=2160441514057822&id=206846516084008
Saigoneer,,2019-10-08 19:00:56,"""Finding the right words buried under two and a half decades of assimilation proved to be difficult. Perhaps it was my accent, my child-like vocabulary, or maybe everything about me was foreign to this place I thought of as home.""",25,22,,2,1,,,1 bình luậ,2160347670733873,/story.php?story_fbid=2160347670733873&id=206846516084008
Saigoneer,,2019-10-08 16:28:32,"Though the term vegan leather may sound unfamiliar, if you’ve ever noticed the rectangular logo swatch on the back of a pair of jeans, you’ve seen the fabric before.",33,30,,2,1,,,2 bình luậ,2160148347420472,/story.php?story_fbid=2160148347420472&id=206846516084008
Saigoneer,,2019-10-08 13:00:21,"On the 77th birthday of distinguished poet Xuan Quynh, Google commissioned Saigon-based illustrator duo KAA to transform its October 6 Doodle into an endearing tribute to the late writer. Read a short interview between Google and the duo below.",113,89,,22,2,,,Bình luậ,2159922554109718,/story.php?story_fbid=2159922554109718&id=206846516084008
Saigoneer,,2019-10-08 11:45:02,"After Spain and Myanmar, Russia is the third international market where Vsmart products are on offer.",95,68,14,2,11,,,Bình luậ,2159843347450972,/story.php?story_fbid=2159843347450972&id=206846516084008
Saigoneer,,2019-10-08 09:09:37,"Good morning, Saigon.Chào buổi sáng, Sài Gòn.",14,14,,,,,,Bình luậ,2159657924136181,/story.php?story_fbid=2159657924136181&id=206846516084008
Saigoneer,,2019-10-07 20:01:19,"Vietnam’s internet economy currently has an annualized growth of 39% since 2015, making it the second fastest-growing in the region behind Indonesia.",38,37,,1,,,,Bình luậ,2158608660907774,/story.php?story_fbid=2158608660907774&id=206846516084008
Saigoneer,,2019-10-07 19:01:07,"Trời Sáng Rồi, Ta Ngủ Đi Thôi has its flaws, but what the movie did right was painting a spot-on portrait of young Saigon residents who are earnest, generous, contemplative and, even in their coming-of-age struggles, never fail to love the city they live in.",125,106,,19,,,,Bình luậ,2158520064249967,/story.php?story_fbid=2158520064249967&id=206846516084008
Saigoneer,,2019-10-07 13:00:20,"A seemingly helpful ad from ride-hailing app Be sparks controversy for telling female riders to ""cover up."" What does that say about Vietnam's culture of victim blaming? After that, we discuss the monumental rise of indie music in recent years, which carves out space for a new crop of artists, fans and concert-goers.",10,9,,1,,,,Bình luậ,2158100577625249,/story.php?story_fbid=2158100577625249&id=206846516084008
Saigoneer,,2019-10-07 11:47:59,"According to a study by the National Traffic Safety Committee, alcohol is involved in 70–80% of traffic accidents in Vietnam.",131,71,7,,8,24,21,13 bình luậ,2158017200966920,/story.php?story_fbid=2158017200966920&id=206846516084008
Saigoneer,,2019-10-07 08:00:01,"Good morning, Saigon.Chào buổi sáng, Sài Gòn.",27,26,,1,,,,Bình luậ,2156953061073334,/story.php?story_fbid=2156953061073334&id=206846516084008
Saigoneer,,2019-10-06 18:00:15,! ⠀ . We will be sharing another photo from one of our awesome followers again soon! ⠀ . and tag your Vietnam photos with  in your caption for a chance to be featured.,261,225,,30,6,,,1 bình luậ,2156610207774286,/saigoneer/photos/a.365566413545350/2156610207774286
Saigoneer,,2019-10-06 12:16:48,Some stretches of the road where flooding is the most severe will be elevated by as much as 1.2 meters as part of the plan.,21,14,3,,3,1,,Bình luậ,2156211754480798,/story.php?story_fbid=2156211754480798&id=206846516084008
