source,shared_from,date,text,reactions,likes,ahah,love,wow,sigh,grrr,comments,post_id,url
YAN Foods,,2019-10-12 15:00:01,Chiếc bánh này dành cho những ai có sinh nhật tháng 10 🎉🎉🎉,388,327,13,44,5,,,66 bình luậ,1203558786494130,/story.php?story_fbid=1203558786494130&id=468036033379746
YAN Foods,,2019-10-12 11:30:23,"❌Cô bán bánh tráng trộn điêu luyện nhứt Sì Gòn  #10k 😆 Dù bánh tráng biến tấu muôn hình vạn trạng nhưng cách trộn truyền thống vẫn là tuyệt nhất ❤️ Ăn ở đây chắc cũng 2 năm có lẻ. Cái quầy nhỏ xíu xíu ngồi nép dưới gốc cây mà bái trí gọn gàng sạch sẽ, ưng nhất là mấy cái hũ cô sắp xếp theo vị trí và rất chuyện nghiệp đâu ra đó. Ăn gì ít ăn gì nhiều dặn cô thoải mái luôn. Bánh tráng trộn siêu ngon và cũng siêu rẻ, chỉ có #10k mà nhiều và đầy đủ ko thiếu gi. Cô dễ thương cực luôn, vui tánh lắm.  Nhớ lần đầu tiên mua mình nói “cô đừng lấy khô bò đen nha cô”. Cô bảo “cô cũng hỏng có bán vì cái đó ko tốt skhoe và cô cũng ko ăn”, ngoài ra cô có nhiều loại khô và tôm ruốc khác bù lại ăn đã lắm, đậu phộng cũng phải 2 loại mới chịu nha: loại bóc vỏ và loại rang muối nguyên vỏ siu xịn.Chăm chút lắm. Bánh tráng cô trộn đều và dẻo, nêm nếm vừa ăn, topping chất lượng, ăn nhớ hồi cấp 3 dễ sợ. Lần nào mua cho mấy đứa nhỏ trong công ty tụi nó cũng ghiền 😆Giờ tìm đâu ra rẻ ngon như cô. Mọi ng ủng hộ cô nhé. 📍83 Trần Văn Dư, p13, q Tân Bình. Cô có trên goviet á. 💰10k/bịch, có cóc lắc, xoài lắc, bánh trái tuổi thơ nữa.  —- ©️eatingbyella #mammamsaigon",185,175,,9,1,,,2 bình luậ,1204214943095181,/story.php?story_fbid=1204214943095181&id=468036033379746
YAN Foods,,2019-10-11 21:20:00,"""MÓN QUEN HƯƠNG VỊ CỰC LẠ"" tồn tại 40 năm ở Đà Nẵng Khỏi cần đau đầu tìm quán sang trọng cầu kì, VÌ Ở ĐÂY CÓ QUÁN MÌ XÍU VỪA RẺ LẠI NGON ""MẤT HỒN"" 😉",53,51,1,1,,,,1 bình luậ,1203578396492169,/story.php?story_fbid=1203578396492169&id=468036033379746
YAN Foods,,2019-10-11 21:00:01,Có những đứa lớn rồi nhưng vẫn mê kẹo dẻo 😜,3K,"2,5K",74,422,22,1,1,346 bình luậ,1203558033160872,/story.php?story_fbid=1203558033160872&id=468036033379746
"YAN Foods,YAN News",YAN News,2019-10-11 15:43:21,"Muốn mở nhà hàng hay quán ăn thì vào nghe Thái Vân Linh chia sẻ nè 😮Thất nghiệp, muốn kinh doanh nhưng không biết bắt đầu từ đâu, Thái Linh khuyên: ""Điều này HOÀN TOÀN BÌNH THƯỜNG!"" --- Con đường dẫn đến công việc hoàn hảo là một hành trình dài và bắt đầu với việc khám phá. Cre: Thái Vân Linh",86,82,,3,1,,,9 bình luậ,1203616496488359,/story.php?story_fbid=1203616496488359&id=468036033379746
YAN Foods,,2019-10-11 20:00:01,"‼️ĐU ĐƯA SỐNG ẢO VỚI HƠN 60 QUÁN CAFE TẠI XỨ ""SƯƠNG MÙ""🌧🌧🌧 1. Hội quán Ghiền Đà Lạt – 65 Nguyễn Trãi (recommend nên ghé 👍) 2. Triệu đoá hồng - 28 Thi Sách 3. Tiệm cà-phê cô Bông – 238 Yersin 4. Xưởng kem hoa - 25 Thi Sách 5. La MAPPA Café & Bistro - 8 Triệu Việt Vương 6. Cacaoken VietNam - 29 Hùng Vương 7. A place like no other Dalat café - Hoàng Hoa Thám 8. Blue Coffee & Tea - 21 Nguyễn Chí Thanh 9. Gâu Garden – 2/2 Trần Quang Diệu 10. The Wilder-nest - Hồ Tuyền Lâm 11. Vườn yên, hẻm 6 mai hắc đế 12. Lan Quế Phường - 71 Nguyễn Trãi 13. Coco Cà Phê Quán - 346/11 Phan Đình Phùng 14. Ông Bà Ba Garden – 59A Nam Hồ 15. Đợi Một Người - Đường đèo Pren (Ngay ngã 3 Ông Phật) 16. Route’ 66 Café – 66 Thi Sách 17. Tròn Quán – 79/8 Bùi Thị Xuân 18. Harry Potter Café – 23 Ngô Văn Sở 19. D'Lats - Xông Hơi & Café – Hẻm 31 Sào Nam 20. Zoo Doo – Tiểu Khu 94A, Xã Đạ Nhim, Lạc Dương 21. Ori Café – 49 Nguyễn Trãi 22. Sleep Box Horizon Coffee - 31/6 đường 3/4 23. The Seen House - Vườn Thương, Hồ Tuyền Lâm 24. F Cánh Đồng Hoa Café – Đường Lánh Nạn 1, Đèo Mimosa 25. Đà Lạt View - 49 Khe Sanh 26. Le J’ Café – 51A Yersin 27. Dreamer Cine Café – 27B Trần Hưng Đạo 28. School Bus Coffee – 25A Tôn Thất Tùng 29. Hai Ả - 77 Sào Nam 30. The Sparrow Coffee Shop – số 56 Phạm Ngọc Thạch 31. Quán của thời thanh xuân – 9 Triệu Việt Vương 32. Up Coffee – 6 Triệu Việt Vương 33. Gout Coffee Pastry – 55 Nguyễn Văn Trỗi 34. Panorama café - Vòng Xoay 723, Trại Mát 35. Thiên Thanh Café – 2 Pastuer 36. Tiệm café tháng 3 – 4 Đống Đa 37. An café – 63Bis Đường 3/2 38. Đà Lạt night 39. The Married Beans Coffee – 6 Nguyễn Văn Trỗi 40. Là Việt Café – 200 Nguyễn Công Trứ 41. Tiệm café hoa hồng – 123 Yersin 42. Bicycle up – 82 Trương Công Định 43. Tùng café – 6 Hòa Bình 44. Cổ café – 26/1 Đường 3/4 45. Home Café – 3Bis/4 Cô Giang 46. Le Chalet Dalat & Bistro – 6 Huỳnh Thúc Kháng 47. Mê Linh Café – Tỉnh Lộ 725 48. Doha Coffee – Quảng trường Lâm Viên 49. 2P Coffee Dalat – 9 Hải Thượng 50. Windmill café - 7 Đường 3/2 - 133 Phan Đình Phùng - 1 Lê Đại Hành - 145 Phan Bội Châu 51. The Deer in the forest – 69 Lữ Gia 52. An miên, 180 bùi thị xuân 53. Sunny farm 54. Làng vũ thị 55. Misty forest 56. K coffee 57. Kong coffee 58. Tiệm táo đỏ, 12b triệu việt vương 59. Hồ trên mây, gần hết đèo tà nung, bên phải 60. Miền du lam, 37 đống đa 61. Cafe ga xe lửa 62. Still Café – 59 Nguyễn Trãi 63. Tiệm Café Túi Mơ To – Hẻm 31 Sào Nam 64.  Kokoro Café - Khu Du Lịch Lá Phong, 45 Đặng Thái Thân #DalatTasty #Ghiendalat",356,339,,15,2,,,99 bình luậ,1203629999820342,/story.php?story_fbid=1203629999820342&id=468036033379746
YAN Foods,,2019-10-11 19:30:54,"Trời mưa ăn nhậu mới dui, cách đây mấy ngày trong buổi tối thứ 7 mưa gió tầm tã thì nhóm mình 5 người ghé vô đây ăn và nhậu sương sương.  Dù mưa gió nhưng quán vẫn xôm, rộng chà bá và thoáng mát, thấy có bàn đặt liên hoan công ty mấy chục người luôn.  Recommend các bạn ăn combo bò Mỹ như mình, dĩa quá trời được thêm rổ rau xanh để cuốn thịt. Dú heo nướng thì miễn chê =))))), nhậu nên ăn dú heo. Còn món tôm sống mù tạt thì tui phải khóc lên khóc xuống sặc sụa vì món này, nhưng tươi ngon và thích dc khóc nên tui cứ ăn 🙂. Đặc biệt thêm món sụn gà nữa nha, thiệt sự đậm đà kích thích á.  Và các món như ốc tỏi, tôm tít, cơm chiên hải sản, mực trứng, hào phô mai, gỏi,... bla bla đều chất lượng hết.  Thường đi nhậu toàn phá mồi nên phải ăn ngon mới được =))), menu nhiều quá ko chụp dc, mn tham khảo giá trên bill nghen. Thấy nhân viên tận tình nè. Thích nướng sẵn hay nướng tại bàn đều được.  📌 Thùng Phi Nướng - 368B Phạm Văn Đồng, Q.Thủ Đức (con đường chuyên ăn nhậu 😝) ⏰ 11h trưa đến 2h sáng ©️Ngọc Vy #mammamsaigon",147,136,1,9,,,1,14 bình luậ,1203485416501467,/story.php?story_fbid=1203485416501467&id=468036033379746
YAN Foods,,2019-10-11 17:30:38,"DÙ MẶT CÓ NHƯ MÂM CHÈ THÌ CŨNG PHẢI THỬ QUA CHÈ MÂM NHA CÁC BẠN ƠI! 😍😍😍 Chết chìm trong sự ngọt ngào 16 món chè với giá chỉ khoảng 100k/5 người 🤠🥰 Tự nhiên bữa trước thèm ngọt đăng group hỏi thử thì thấy nhiều bạn cmt khen chè mâm Khánh Vy nên mình quyết định lượn lờ qua ăn thử xem thế nào 🙏🏻 Quán chè lề đường thôi, nằm kế bên chung cư Ngô Gia Tự • Nói về giá cả trước nhé. Nếu bạn mua chén lẻ là 6k/chén, còn mâm 16 món thì chỉ 102k  • Lúc đầu tới thì mình cũng nghĩ là những loại chè đậu thôi. But no 😆 Ngoài chè đậu đỏ, xanh, đen thì có chè mè đen mịn béo, chè chuối, chè bắp thơm thơm,... và có cả bánh flan, rau câu dừa cho mấy bạn ăn sợ ngấy 😋😋😋 • Về hương vị, chè không quá ngọt. Vị nào vị đó ra rõ ràng. Tuy nhiên là chè nóng, nên khuyến cáo nếu bạn đi đông thì ăn mỗi bạn tầm 2-3 chén thôi nhé vì dễ bị ngấy á.😂😂 Có nhiều người trên mạng chê dơ thì theo mình thấy đúng là chỗ bán chè tường có hơi ám khói đen nên nhìn cũ kỹ. Tuy nhiên bàn ghế và khu bán không có ruồi bâu hay gì đâu, với một quán ăn lề đường như vậy là ok r mấy má  Quán cũng có bán mang về nha. ❤️❤️❤️ Điểm: 9/10 Địa chỉ: Chè Khánh Vy - 242B Sư Vạn Hạnh, Quận 10 #mammamsaigon",299,281,2,15,1,,,87 bình luậ,1203370036513005,/story.php?story_fbid=1203370036513005&id=468036033379746
"YAN Foods,YAN News",YAN News,2019-10-11 15:08:10,"CÓ DUYÊN CHẾT LIỀN Á!! 🙂NÀY BẠN GÌ, BÈ THÌ CÓ @@",19,18,1,,,,,Bình luậ,1203551363161539,/story.php?story_fbid=1203551363161539&id=468036033379746
"YAN Foods,Kim Huệ,Măm măm Sài Gòn!!!","Kim Huệ,Măm măm Sài Gòn!!!",2019-10-11 15:43:48,"Cafe dành cho fan màu hồng nèee he🎀🎀 BEAU TEA 🎀🎀 Hôm trước có thấy bạn review về quán này rồi, hôm nay nhân dịp kỉ niệm 12 năm tình bạn 3 đứa bọn mình tới quán tranh thủ lưu lại vài ba bộ hình sống ảo.🥰🥰 Vừa vào các bạn order món tại quầy và được nhân viên đưa thẻ cầm ra bàn đợi mang món tới. Quán gồm 2 lầu : Lầu 1 trang trí trang nhã, trắng là màu chủ đạo, thích hợp với mấy anh trai. Lầu 2 thì ảo thôi rồi, vô nhà vệ sinh cũng sống ảo được luôn nha, tất cả đều được trang trí bằng màu hồng, có phụ kiện sống ảo và cả áo yukata quán để sẵn bạn nào muốn mặc có thể nhờ nhân viên hướng dẫn, team bánh bèo vào đây kiểu gì cũng có ảnh để đời ạ. Tụi mình order: 1 Set beautea’s cake ( 10 vị ) 1 Rooibos rouge au goji 1 Yogurt rapberry 1 grand bleu fruit tea Sau khi chụp 8 ngàn tấm ảnh sống ảo tụi mình xuống gọi thêm : 1 Mì Ý tôm sốt tiêu đen 1 Mì Ý thịt viên sốt tiêu đen 1 Nui Ý tôm sốt cà chua Cá nhân mình thấy đồ ăn khá ngon, nhân viên chưa bê lên lầu mà mình đã nghe mùi thơm phức rồi, k niềng răng thì 1 mình mình làm 2 đĩa cũng được luôn đấy :)) Nước uống tạm ổn , tuy nhiên cái Yogurt bạn mình bảo hơi chua và đã bỏ nửa ly 😂😂 💰💰: 160k/ 1 đứa Chốt lại, quán trang trí dễ thương, nhân viên dễ mến , sống ảo thì tới đây là khỏi bàn cãi. 🏠 : 1208 Trường Sa phường 14 quận Phú Nhuận TP.HCM",385,360,,21,4,,,181 bình luậ,1203551063161569,/story.php?story_fbid=1203551063161569&id=468036033379746
